slope,distance_to_water,soil_suitability,suitable
33.16,914.11,3,0
6.62,938.99,4,1
7.68,648.77,7,1
13.8,1705.36,5,1
19.77,308.78,6,1
18.6,727.05,1,1
28.91,2710.02,5,0
11.22,340.74,6,1
8.76,3067.72,10,1
5.67,3181.77,6,1
9.88,1293.8,9,1
8.44,1604.14,3,1
1.3,1964.28,4,1
5.66,1584.66,1,1
13.87,707.29,8,1
14.26,750.66,2,0
12.09,1965.14,5,0
13.27,906.36,4,1
7.54,565.7,2,1
18.53,1567,3,0
8.6,396.24,8,1
10.11,2640.34,5,1
14.51,1526,6,1
22.33,1960.31,5,0
30.07,783.17,4,1
4.7,1080.41,7,1
9.42,3570.95,1,0
25.58,4308.03,3,0
1.88,790.37,8,1
19.03,1803.97,6,1
10.73,1963.44,9,1
5.03,1416.24,4,1
18.14,3502.34,8,0
2.79,919.87,5,1
13.8,1495.83,7,1
7.7,236.47,2,1
13.25,1546.87,6,0
9.75,256.26,10,1
14.63,1400.28,2,0
3.39,2899.17,8,1
28.4,1607.43,4,0
6.98,610.29,9,1
6.87,1345.62,2,1
6.38,4800.61,6,1
9.14,428.68,5,1
13.7,2608.68,7,1
7.21,2716.5,3,1
12.91,1800.36,4,1
17.54,1575.05,4,1
8.19,1967.1,9,1
6.13,1529.48,4,1
12.67,2653.48,2,1
21.21,1724.58,7,1
20.07,1532.03,5,0
4.82,938.53,7,1
6.2,1696.75,7,1
19.3,612.92,6,1
12.69,1128.95,4,0
9.4,561.69,3,1
23.37,701.74,7,1
7.74,338.5,4,1
12.56,205.57,9,1
6.17,1501.72,4,0
6.05,3474.77,2,0
5.29,2318.64,6,1
6.91,316.33,5,1
10.05,3379.43,5,1
11.04,1059.49,5,1
13.44,2673.16,4,0
14.93,1117.85,4,0
9.44,1976.82,1,0
17.11,1107.86,3,1
5.88,1323.79,8,1
25.49,1603.03,4,1
15.64,3749.48,7,1
14.92,1807.88,5,1
20.4,1239,6,1
2.41,913.91,2,1
3.77,2968.74,7,1
10.19,1027.67,7,1
6.74,2964.72,7,1
17.61,956.68,4,1
26.57,1140.1,9,1
14.27,1679.49,5,1
14,4520.2,6,0
13.81,1185.16,9,1
21.77,1231,8,1
8.73,1018.34,4,1
1.81,3617.54,5,1
16.5,1340.21,5,1
5.31,2391.38,4,1
11.15,2037.2,1,0
11.99,765.05,6,1
3.42,381.4,6,1
20.86,1353.78,4,1
6.96,912.76,6,1
30.15,693.68,3,1
22.91,2061.04,7,1
10.36,2417.82,6,1
2.39,720.25,3,1
15.25,4398.42,4,1
10.75,2076.18,1,0
8.77,431.37,7,1
22.22,2842.13,1,0
4.79,1224.6,4,1
9.46,818.19,6,1
15.98,1338.57,7,1
3.01,1786.23,6,1
11.86,2163.3,1,0
2.05,1132.22,4,1
17.83,2531.55,8,1
20.88,890.96,6,1
7.26,724.24,8,1
6.02,5000,8,1
18.92,1598.3,4,0
15.66,1074.94,5,1
14.66,2092.23,5,1
15.46,2152.26,7,1
12.92,1027.11,9,1
5.42,1397.61,5,1
2.58,845.27,5,1
3.75,396.96,9,1
7.02,1807.09,8,1
24.07,621.05,5,1
13.82,948.73,9,1
23.29,1204.63,8,1
5.25,3349.54,4,1
15.71,1197.82,4,0
4.25,1376.02,7,1
31.67,226,8,1
25.21,780.52,9,1
18.38,681.47,5,1
4.38,1337.01,4,1
15.35,2122.93,6,1
0.74,561.67,4,1
15.61,1013.19,6,1
3.28,1137.99,8,1
10.45,293.61,6,1
19.23,2034.64,4,0
7.4,166.74,6,1
22.87,940.03,1,0
6.47,1754.93,5,1
12.62,1440.57,5,1
3.54,1186.97,3,1
11.29,1658.93,3,1
14.6,1527.68,10,1
4.4,389.48,5,1
12.42,3762.92,5,0
14.4,1577.07,3,0
21.88,421.02,5,1
4.96,1322.61,6,1
11.32,2577.09,6,1
22.28,162.8,5,1
10.28,2775.05,5,1
8.53,2188.24,7,1
14.14,1425.53,5,1
0.64,605.64,7,1
14.16,3194.3,6,1
3.74,260.51,6,1
2.59,3887.17,7,1
6.99,1296.9,7,1
8.52,705.48,6,1
7.09,1940.89,3,0
10.65,1275.6,3,1
12.26,1724.64,4,1
14.75,657.53,8,1
30.33,1446.59,4,1
8.9,2941.85,7,1
3,1204.24,5,1
14.57,3587.08,7,1
22.67,4890.38,6,0
8.79,186.43,5,1
4.57,913.35,4,1
2.06,885.31,4,1
4.79,265.76,8,1
17.61,754.55,6,1
9.5,744.06,4,1
21.02,2715.82,2,0
4.65,3129.64,5,1
5.22,589.1,2,0
20.17,1189.6,6,1
11.24,624.31,6,1
6.75,122.09,4,1
6.79,4964.98,7,1
24.8,2748.01,6,1
15.97,2183.76,4,0
13.02,741.56,3,1
12.97,3672.19,2,0
17.31,100.54,5,1
15.59,3152.11,7,1
12.96,4051.77,4,0
17.89,1350.37,5,1
18.98,363.19,4,1
5.59,812.13,5,1
15.03,1091.13,4,1
4.99,3035.25,7,1
11.87,3091.65,6,1
8.81,5000,9,1
21.49,1563.55,2,0
8.37,1858.28,5,1
17.8,1048.12,4,1
5.68,336.24,1,1
10.19,1869.27,5,1
6.86,4733.56,4,0
4.97,174.45,5,1
13.99,376.34,7,1
24.19,1306.24,5,1
14.59,3182.91,8,1
12.55,2430.93,1,0
6.34,3807.11,6,1
9.49,338.81,4,1
12.95,1478.63,5,1
5.68,1414.14,5,1
30.42,916.39,3,0
17.83,699.7,4,1
11.81,1123.56,5,1
10.41,1780.79,4,0
6.95,895.57,7,1
12.53,1982.21,6,1
7.29,4573.33,4,1
19.45,1367.62,8,1
19.58,2333.92,6,1
30.22,414.87,5,1
22.83,779.51,7,1
9.62,4527.51,5,0
9.92,1536.63,2,0
11.18,2074.35,1,0
15.23,4897.41,4,0
21.88,1189.69,8,1
7.42,773.15,4,0
11.93,2028.06,7,1
19.82,1568.75,4,1
7.73,488.32,10,1
5.95,3669.27,6,1
17.49,1135.16,9,1
20.86,1600.81,4,1
12.87,905.67,5,1
17.44,909.88,3,1
1.27,2356.87,4,1
12.66,1755.78,5,1
8.31,2345.54,4,0
9.55,444.86,1,1
4.32,757.1,7,1
12.2,831.35,6,1
7.75,913.94,4,1
5.39,183.32,7,1
19.58,1265.1,1,0
16.88,1886.02,8,1
23.85,2410.93,6,0
18.26,1024.91,6,1
19.06,1594.86,6,1
11.68,1911.56,7,1
13.51,788.97,7,1
29.36,1910.61,7,1
20.16,971.38,5,1
9.8,1673.24,5,1
20,2910.42,6,1
8.67,921.06,4,0
10.39,517.88,4,1
6.52,1141.58,6,1
8,3324.06,1,0
11.93,564.79,6,1
16.02,340.55,4,1
9.35,764.87,6,1
9.68,1289.83,1,0
9.42,1007.24,7,1
13.21,672.56,3,1
20.66,3161.17,3,0
7.51,4906.86,8,1
14.16,1719.37,4,0
10.11,1600.06,6,1
11.48,3126,3,0
23.87,171.93,6,1
23.6,2157.68,5,0
5.64,1200.57,8,1
23.12,4206.73,7,0
15.31,963.64,5,1
19.16,463.94,2,1
1.72,871.37,2,1
12.2,2703.4,8,1
13.55,1879.13,4,0
12.01,4088.95,5,1
17.04,1015.85,3,1
8.05,979.18,6,1
16.8,555.31,7,1
2.03,1165.35,6,1
4.82,423.51,1,1
5.72,696.03,6,1
19.86,270.22,5,1
32.18,2397.2,4,0
13.6,2122.85,7,1
7.31,1153.98,5,1
22.59,944.02,5,1
13.59,3472.36,6,0
11.41,340.4,8,1
16.63,984.95,6,1
3.2,1052.33,7,1
23.28,2282.88,2,1
5.79,995.28,5,1
8.51,525.19,6,1
15.64,4177.63,7,1
14.8,942.74,3,1
10.11,867.41,5,1
29.47,1258.35,1,0
27.3,4800.17,1,0
6.16,742.89,3,1
5.09,836.75,7,1
8.49,806.53,4,1
11.02,1557.96,9,1
15.57,1234.27,1,0
15.43,1526.5,5,1
19.73,1494.89,6,0
8.23,2436.81,5,1
11.27,1579.87,3,1
6.97,1042.67,6,1
14.28,785.09,6,1
12.88,1840.14,5,1
20.87,1224.81,4,1
11.2,1770.66,3,0
32.02,2225.73,6,1
7.83,818.29,2,0
14.13,1978.44,6,1
6.25,796.78,6,1
6.33,698.2,7,1
23.29,1144.66,6,1
13.08,490.08,5,1
6.25,2928.63,3,0
26.53,5000,5,0
14.47,210.6,6,1
20.5,1323.99,6,1
15.17,509.07,2,0
10.32,1523.54,6,1
7,456.65,6,1
14.72,2959.73,4,0
25.24,616.41,8,1
12.68,591.65,9,1
9.66,1260.35,7,1
5.68,3602.92,6,1
10.31,829.49,8,1
15.55,1545.34,6,1
29.45,2936.64,5,1
1.33,481.78,10,1
8.91,1724.74,6,1
9.33,788.42,7,1
20.77,987.35,2,0
5.35,283.98,8,1
17.27,2552.63,8,1
8.44,1079.6,9,1
18.04,4836.67,4,0
10.51,664.75,5,1
32.34,2396.45,7,1
19.56,673.49,4,0
2.96,515.46,5,1
12.74,3323.98,3,0
6.17,1272.56,2,0
4.13,5000,5,1
4.16,758.76,5,1
17.58,770.92,4,0
10.09,2477.05,6,1
10.83,830.07,7,1
10.88,806.91,6,1
6.55,810.15,9,1
9.8,2135.54,3,0
13.25,1653.5,6,1
7.68,1151.72,2,1
10.54,3768.49,1,0
32.38,1770.48,1,0
8.32,2224.34,6,1
4.76,541.57,1,0
16.14,841.62,6,1
2.93,910.08,7,1
6.08,388.35,1,1
16.91,2966.75,2,0
5.77,890.49,9,1
28.83,1947.13,6,0
19.86,121.27,6,1
14.38,700.38,5,1
0.46,3855.98,3,0
17.64,1918.31,5,1
17.92,4095.82,5,0
1.37,2550.61,7,1
5.98,1113.52,9,1
6.89,1817.82,6,1
26.83,1211.32,9,1
6.33,583.07,3,1
8.42,799.33,5,1
17.71,165.72,4,1
14.96,794.08,3,0
4.75,339.36,8,1
12.6,846.13,4,1
13.48,470.77,5,1
8.71,4366.09,4,0
15.86,3275.11,7,1
17.99,891.95,2,0
19.82,2656.83,4,0
9.05,1378.36,3,1
4.53,3099.75,8,1
29.32,641.89,6,1
30.04,4466,5,0
16.44,396.59,6,1
18.6,1876.82,7,1
9.88,4026.91,5,0
14.25,186.76,4,1
33.3,730.95,6,1
16.83,1786.06,7,1
7.59,3167.98,10,1
3.84,1232.78,8,1
14.28,146.83,6,1
13.9,4311.98,6,1
8.79,963.79,7,1
2.44,1060.41,3,0
12.78,1304.96,5,1
21.92,1244.61,9,1
0.76,2580.37,8,1
2.53,1132.73,4,1
6.96,1944.68,7,1
27.54,1575.38,9,1
0.26,1299.73,7,1
11.36,1064.12,5,1
22.11,4011.98,7,1
1.45,2273.01,5,1
12.04,1372.98,4,1
0.66,2018.27,5,1
9.27,1281.73,7,1
16.1,533.01,7,1
0.58,387.94,9,1
7.98,410.64,7,1
14.56,583.3,2,1
26.56,1376.89,2,0
22.26,810.77,5,1
4.49,1331.19,2,0
2.53,3181.2,4,1
3.18,461.55,3,1
8.43,1657.41,5,1
32.23,194.84,4,0
13.95,2591.46,9,1
27.34,2765.15,6,1
30.31,1076.32,9,1
8.51,1201.74,5,1
10.68,1467.82,8,1
2,733.39,2,1
21.86,1109.82,3,0
9.33,46.85,4,1
17.95,1772.93,4,1
9.53,2882.48,3,0
22.2,738.75,4,0
18.24,1691.42,9,1
25.58,2078.64,2,0
4.26,855.4,6,1
25.27,1861.15,3,0
0.95,1216.26,5,1
7.49,3386.17,9,1
1.63,997.04,3,1
20.44,1654.67,6,0
8.53,881.59,2,1
5.2,461.67,5,1
26.97,2904.11,4,0
1.11,2371.67,5,1
2.44,1191.04,6,1
12.36,1663.7,8,1
8.43,1061.47,7,1
15.02,1967.05,4,1
5.58,870.91,4,1
22.19,2187.95,7,1
18.64,2628.47,5,1
20.81,1019.93,4,1
10.3,615.55,7,1
27.89,1642.96,1,0
21.54,2266.19,3,0
15.19,2069.22,4,1
12.11,511.03,4,1
12.95,1913.53,1,0
18.81,318.86,4,1
20.85,2273.58,6,0
29.97,1265.68,5,0
15.81,1487.82,5,1
16.8,3767.08,3,0
24.8,392.95,4,1
27.8,306.18,7,1
4.07,2571.32,5,1
3.02,911.75,2,0
2.36,2095.75,7,1
23.37,1474.59,5,0
19.73,1526.64,4,0
26.09,581.52,4,0
24.17,1469.11,8,1
7.19,3144.13,8,1
4,1068.44,1,0
24.6,1281.55,4,0
9.54,678.53,4,1
15.14,3344.17,4,1
9.03,1390.42,7,1
7.93,1648.43,10,1
17.01,2913.62,5,1
14.77,3393.11,9,1
4.23,1297.09,4,1
5.25,1551.9,5,1
5.88,2003.03,5,1
11.97,416.97,9,1
21.28,785.54,5,1
22.74,645.85,1,0
11.61,4251.96,3,0
18.97,1108.84,1,1
8.02,700.4,5,1
12.12,2335.82,4,1
13.52,755.18,4,1
7.85,170.58,8,1
12.27,2558.87,4,0
8.72,1368.87,4,1
4.54,2045.53,3,1
18.23,1600.42,2,0
9.09,467.96,1,0
16.9,395.27,6,1
3.37,1866.36,6,1
7.41,2114.73,4,1
25.72,1042.56,4,1
7.61,224.05,3,0
8.27,1378.06,7,1
7.48,565.36,3,0
10.67,716.08,10,1
15.14,1268.62,2,0
15.86,530.72,4,1
15.4,1219.03,7,1
19.81,1894.89,8,1
8.24,1388.58,6,1
5.19,3274.28,7,1
12.2,1012.06,8,1
6.33,481.79,7,1
16.19,545.84,6,1
4.3,1362.16,8,1
25.66,3866.77,1,0
18.32,590.67,8,1
23.28,1124.75,6,1
17.57,1701.51,5,1
6.7,1979.64,3,1
3.41,1495.8,8,1
22,1176.29,4,1
10.87,1681.96,8,1
22.23,860.32,8,1
2.36,858.43,6,1
15.49,945.66,8,1
3.8,1510.45,1,0
14.41,2973.03,5,1
5.18,2315.04,5,1
22.12,900.28,5,1
10.16,954.53,4,1
6.01,685.74,4,1
9.94,649.05,5,1
8.7,1671.44,6,1
10.92,1249.77,9,1
6.74,1053.35,6,1
16.08,692.75,9,1
21.4,1136.02,3,0
13.42,57.81,8,1
9.07,854.16,7,1
2.3,275.27,3,1
18.68,390.41,3,1
26.58,820.19,3,0
7.4,675.66,2,0
1.46,2059.41,4,1
23.53,1323.18,7,1
9.19,3090.84,4,0
11.14,1975.4,5,1
8.15,684.03,6,1
10.56,2396.57,10,1
10.84,1081.39,5,1
21.88,1288.51,7,1
16.31,1937.57,7,1
8.95,688.42,8,1
27.4,2470.4,6,0
13.62,2175.38,8,1
1.95,2058.91,7,1
15.3,1314.34,2,1
5.44,2069.12,8,1
11.72,1553.34,6,1
3.73,515.57,6,1
9.46,1188,1,0
6.07,2714.79,4,1
11.74,1642.95,8,1
9.96,1466.98,3,1
7.2,462.48,9,1
10.59,2590,4,1
7.66,2719.16,8,1
6.66,891.46,10,1
24.42,2377.4,5,0
14.65,863.93,6,0
6.21,1044.23,2,1
21.86,764.84,9,1
12.49,1382.51,3,1
14.71,2041.79,6,1
10.99,311.32,3,1
7.4,1413.74,9,1
9.25,1381.36,8,1
14.07,1801.31,8,1
1.53,341.2,7,1
24.26,270.31,9,1
23.54,1149.02,6,1
31.18,2902.7,6,1
13.12,1353.22,7,1
12.69,1876.34,7,1
19.71,1989.05,8,1
7.55,1240.33,10,1
10.75,2278.23,8,1
12.07,446.72,1,0
26.43,1324.02,6,0
20.39,784.25,5,0
4.83,4391.06,6,1
12.19,2185.33,4,1
8.02,1908.55,4,1
25.09,2587.22,6,0
13.79,728.13,5,1
6.17,333.4,8,1
9.83,1141.74,2,1
2.73,328.89,4,1
5.54,971.22,7,1
14.41,3715.44,6,1
12.16,1147.75,8,1
23.18,1104.71,3,1
25.27,1756.14,4,1
4.82,421.79,8,1
19.51,373.41,2,0
9.59,1344.6,3,1
17.06,990.18,7,1
22.95,1146.23,2,0
30.47,160.23,5,1
3.59,1049.05,5,1
10.62,2850.94,4,0
3.82,276.32,7,1
12.47,574.48,2,1
14.83,704.97,8,1
14.1,850.51,4,1
6.23,4770.69,5,0
20.8,1513.16,9,1
18.97,1185.02,8,1
16.57,1033.33,2,1
12.21,2174.91,5,1
2.59,4141.9,5,0
15.67,2435.98,9,1
3.99,210.33,3,1
11.07,1197.67,7,1
10.23,2824.37,9,1
14,1423.61,2,1
1.87,1567.49,6,1
19,1634.43,5,1
18.84,3394.03,4,1
17.87,396.28,6,1
15.51,2250.17,4,1
16.85,4190.84,3,0
20.51,1492.47,5,0
8.86,440.29,3,1
11.78,905.08,4,0
16.67,1312.4,8,1
12.72,411.61,4,1
11.55,551.92,6,1
14.32,1136.48,2,0
11.23,1385.86,6,1
2.79,904.73,7,1
5.21,3447.93,5,0
14.76,1089.12,7,1
19.78,3404.27,2,0
18.28,4465.16,5,0
16.39,4652.24,10,1
22.12,3621.85,6,1
10.71,2465.33,4,1
12.01,1734.07,5,1
18.09,652.69,4,1
10.28,1931.53,3,1
12.22,998.88,5,1
13.82,1026.99,6,1
21.64,1014.41,7,1
12.57,1578.08,5,1
18.83,3298.93,3,0
4.19,2939.99,9,1
16.52,575.63,3,1
22.45,318.66,4,1
7.33,2051.74,7,1
33.07,1837.51,8,1
13.65,2892.25,3,1
12.02,2660.3,5,0
18.4,1857.79,9,1
10.1,1582.24,7,1
2.34,2144.43,6,1
31.96,641.42,2,0
10.01,1702.18,3,0
15.25,1430.54,5,1
29.08,1743.05,6,1
12.87,2316.25,8,1
16.66,2189.13,7,1
12.38,1008.67,6,1
12.1,2358.58,5,1
5.63,635.06,3,1
14.32,2609.82,7,1
4.79,2427.15,4,0
3.79,1343.18,9,1
10.16,1479,4,1
24.88,1188.55,5,1
5.41,728.03,5,1
23.97,209.87,9,1
4.26,1067.04,5,1
4.82,1464.29,3,1
17.77,1959.43,5,1
1.47,512.84,5,1
11.77,650.2,4,1
5.43,1260.63,8,1
8.73,1308.94,7,1
1.78,2195.42,4,1
11.17,4083.03,4,0
17.66,742.98,6,1
18.49,3500.63,5,0
23.22,3540.1,8,1
15.65,1105.17,2,0
11.96,345.31,6,1
4.52,1984.16,4,0
31.34,1713.48,6,0
2.74,309.01,8,1
1.68,1687.68,1,0
9.63,1364.95,3,0
3.17,3136.82,4,1
21.29,2721.72,7,1
5.89,3860.47,6,1
7.07,1675.25,6,1
6.43,912.55,5,1
7.69,353.16,5,1
6.77,1659.03,4,1
2.41,1131.46,4,1
7.51,2376.15,6,1
0.58,4508.99,5,1
16.99,921.14,8,1
29.88,164.21,4,1
21.36,1712.04,2,1
11.41,2280.42,2,0
7.79,812.23,5,1
12.88,1574.65,10,1
5.98,2864.92,5,1
6.7,3092.91,7,1
6.49,2275.76,1,0
4.87,3025.6,4,1
1.55,1110.67,6,1
7.28,435.24,5,1
8.49,1883.54,2,0
15.81,2066.15,4,1
12.73,124.44,9,1
7.64,517.35,7,1
5.83,833.72,4,1
1.86,1991.9,5,1
9.64,846.7,6,1
18.59,1374.33,6,1
20.43,850.03,8,1
2.41,3327.85,4,1
21.68,496.55,8,1
14.6,1915.46,7,1
20.76,999.65,6,1
4.77,2672.08,3,1
8.96,2032.69,5,1
25.65,4098.65,6,0
11.3,1161.49,10,1
21.26,534,3,0
6.42,1931.85,5,1
12.7,731.34,4,1
16.76,2871.56,5,1
22.28,3004.51,2,0
16.98,446.96,6,1
19.15,1906.15,6,1
11.36,378.53,5,1
13.78,858.87,10,1
13.39,393.02,6,1
8.65,791.91,3,0
8.96,1780.72,6,1
8.36,88.64,6,1
18.43,2840.23,7,1
19.44,2505.51,5,1
3.61,2618.38,1,0
1.97,1269.48,4,1
3.11,283.38,4,1
25.19,2309.34,4,1
17.24,1401.16,6,1
6.59,1446.03,1,0
16.32,334.91,5,1
11.83,2255.52,2,0
8.57,1246.63,1,0
11.12,199.2,8,1
3.65,1011.92,8,1
28.57,215.35,2,1
9.76,1251.61,7,1
16.35,5000,6,0
10.86,2766.13,4,0
11.09,545.79,2,0
9.36,1382.61,7,1
18.46,809.1,7,1
27.43,822.21,4,1
5.66,1497.29,7,1
8.28,2417.75,1,0
7.53,984.05,7,1
0.89,1684.33,10,1
20.78,1001.71,4,1
20.76,375.28,9,1
10.9,1128.65,8,1
2.16,712.96,6,1
4.83,910.01,3,1
22,570.95,8,1
23.64,976.9,2,0
16.35,1126.6,5,1
11.58,1165.31,2,0
4.97,703.01,3,1
18.81,772.56,5,1
6.68,996.06,5,1
31.28,1069.09,5,1
11.38,657.01,6,1
25.12,1442.62,6,1
28.67,3079.08,9,1
15.82,531.07,8,1
18.62,2530.43,3,0
31.73,644.38,7,1
12.74,1181.81,4,1
11.32,2835.95,8,1
10.8,2175.18,3,0
3.37,1829.86,6,1
10.01,390.79,5,1
16.61,676.11,6,1
10.94,733.15,3,1
13.33,718.4,6,1
11.06,1726.46,7,1
5.3,887.15,7,1
16.93,2026.47,7,1
1.43,1744.36,5,1
5.97,1551.22,2,1
12.48,3532.09,4,1
10.79,1490.96,8,1
22.15,485.04,1,0
16.69,1435.22,6,1
16.47,2644.86,9,1
26.01,465.22,4,1
20.21,3586.79,7,1
13.94,1850.16,1,0
18.78,3281.02,8,1
2.34,840.8,6,1
4.03,918.57,5,0
18.85,581.6,5,1
16.22,1073.37,9,1
20.57,2019.74,2,0
4.76,1161.84,8,1
12.42,437.87,4,1
13.39,257.04,6,1
6.82,894.43,3,1
17.82,64.96,6,1
2.16,677.37,4,1
28.07,336.58,5,1
22.32,2497.88,5,0
2.95,1148.99,3,1
17.43,5000,7,0
4.71,1965.47,8,1
11.68,1533.32,7,1
15.65,1349.04,6,1
7.51,1250.93,3,0
6.49,563.99,8,1
11.96,1341.4,5,1
9,529.72,2,1
10.51,632.25,6,1
3.49,779.92,2,1
2.9,655.71,7,1
14.67,2997.37,5,1
21.23,2731.38,2,0
14.53,705.27,4,1
4.68,4261.46,7,1
7.01,2470.5,6,1
14.11,1587.8,5,1
4.09,1024.01,8,1
6.21,1287.43,5,1
4.75,2569.65,5,1
6.97,1444.14,7,1
15.24,2129.83,5,1
2.89,3394.19,5,0
3.13,1650.75,8,1
7.18,559.25,2,1
8.73,807.21,4,1
4.01,3406.67,6,1
14.42,39.97,4,1
6.31,2617.36,5,1
12.37,402.26,8,1
10.06,1506.39,7,1
4.79,2564.67,2,0
5.78,924.85,10,1
19.17,3696.19,6,0
1.27,3409.59,9,1
12.18,2126.72,5,1
7.94,1346.75,5,1
13.77,2271.2,4,1
15.37,480.34,6,1
5.34,623.68,6,1
33.03,2519.62,10,1
1.54,2993.54,1,0
17.08,672.92,3,1
19.79,2740.82,6,1
8.04,749.03,3,1
26.32,2109.88,2,0
7.09,1295.6,9,1
2.6,571.46,9,1
21.15,2209.17,1,0
23.5,588.12,3,0
9.89,1309.22,9,1
7.36,240.01,7,1
3.19,951,9,1
20.39,2892.32,7,0
11.89,346.93,7,1
7.85,377.44,4,1
6.43,1976.75,6,1
14.85,2990.33,1,0
2.98,1213.1,5,1
14.61,2337.9,1,0
7.84,3379.04,2,0
16.65,239.96,7,1
17.97,1199.34,2,1
16.06,1712.44,6,1
27.16,743.35,4,0
7.85,1312.17,6,0
7.87,160.22,10,1
18.66,2010.12,5,1
11.21,2689.31,4,0
7.99,496.99,5,1
12.65,688.43,8,1
15.83,1008.89,3,0
16.53,457.94,7,1
2.09,215.91,5,1
21.24,2303.86,2,0
14.05,953.66,5,1
8.88,137.3,4,1
3.07,1965.03,8,1
10.22,1198.38,6,1
8.21,1187.34,5,1
12.33,996.74,3,0
29.31,849.94,6,1
17.78,545.37,6,1
3.35,3170.51,6,1
30.47,3402.54,5,0
6.86,2188.55,4,0
25.03,1697.35,8,1
8.99,942.17,5,1
10.77,1543.7,7,1
8.8,768.26,5,1
8.39,1892.19,6,1
3.33,1066.99,3,1
6.02,592.67,5,1
12.02,508.65,6,1
3.72,3240.7,5,1
16.46,4787.81,6,0
17.1,1508.63,2,0
19.38,801.42,7,1
4.74,1009.79,5,1
9.49,1972.52,3,0
10,725.3,9,1
19.18,770,8,1
20.56,3369.37,10,1
6.58,1878.61,3,0
19.39,4586.33,6,0
3.54,600.3,3,1
12.7,678.86,5,1
0.55,1729.16,8,1
6.81,2111.89,5,1
24.46,1034.69,7,1
18.88,1356.88,3,0
16.18,127.27,8,1
3.95,64.6,9,1
10.46,1695.59,6,1
4.58,1000.24,4,1
11.95,360.79,10,1
18.47,2188.97,5,1
5.46,1093.74,3,1
15.52,1950.89,4,1
3.09,3138.69,3,0
15.32,1891.95,8,1
0.38,1359.14,2,0
8.42,1651.42,5,1
16.3,1669.86,6,1
2.67,3073.01,6,1
4.06,697.82,5,1
10.21,2428.24,6,1
25.95,1533.11,6,0
7.63,4352.94,7,1
2.75,2885.62,4,1
2.97,930.33,5,1
2.89,1479.13,7,1
12.4,3032.25,7,1
8.91,1738.43,9,1
27.95,2636.21,8,1
1.18,1424.84,8,1
1.3,490.48,3,1
13.07,3713.38,8,1
4.33,2429.44,3,1
15.73,942.06,1,0
18.94,3408.27,4,0
26.35,406.41,8,1
3.1,2893.38,1,0
8,1625.91,3,1
17.98,1821.64,6,1
6.47,909.2,4,1
10.64,5000,4,1
1.75,1063.09,2,1
18.58,1199.88,7,1
16.73,404.99,4,1
17.14,1548.1,1,0
11.93,704.27,3,1
5.02,802.75,3,1
16.56,617.99,4,1
17.9,694.3,6,1
13.07,1061.41,1,0
14.25,758.36,10,1
7.61,1255.48,5,1
4.11,1350.28,7,1
17.92,2018.83,4,0
9.06,1045.42,8,1
2.31,1738.47,7,1
18.67,2167.44,8,1
10.37,564.79,5,1
10.93,1643.26,4,1
12.58,663.65,5,1
17.98,1701.97,7,1
1.94,775.64,6,1
15.05,1218.8,10,1
19.5,775.12,5,1
32.29,670.89,7,1
11.61,1104.47,5,1
28.91,1424.26,4,0
5.44,3133.87,6,1
24.7,1094.24,7,1
6.07,2355.78,4,1
2.02,2126.58,7,1
10.13,970.86,9,1
11.82,801.91,5,1
13.01,170.32,8,1
14.76,3530.81,3,0
14.11,1590.25,3,0
11.9,677.99,6,1
11.49,28.15,6,1
19.82,313.08,3,1
9.24,1187.59,3,1
34.41,3975.95,3,0
12.79,757.3,2,0
9.89,2411.73,5,1
24.32,2185.15,5,1
7.51,529.93,3,1
5.53,533.27,7,1
25.33,1093.56,7,1
28.23,931.85,10,1
6.17,1107.92,3,1
17.63,513.67,10,1
12.28,3287.33,4,0
10.42,1096.61,4,1
6.07,2400.35,4,1
2.12,877.35,1,1
16.38,2200.39,6,0
5.61,2621.87,9,1
12.76,1336.06,7,1
20.73,3619.64,5,1
11.85,585.74,9,1
2.89,3354.04,4,0
15.2,2491.9,10,1
11.11,436.37,10,1
24.5,1619.54,3,0
23.01,2519.6,2,0
8.3,3933.54,8,1
21.18,1048.53,10,1
21.49,2779.91,2,0
26.14,912.43,8,1
16.41,3038.67,7,1
4.81,626.55,5,1
7.89,1484.39,1,0
3.78,870.61,7,1
16.07,597.83,7,1
11.82,4094.97,8,1
0.75,987.38,4,1
21.35,1820.5,3,0
8.06,477.15,3,1
2.85,931.08,9,1
10.2,292.63,7,1
17.12,1559.44,8,1
5.07,457.85,8,1
3.23,765.65,8,1
20.26,2071,7,1
5.65,1542.49,5,1
18.54,1841.61,6,0
12.74,326.38,2,0
18.98,1330.89,8,1
1.23,3615.71,8,1
9.95,1427.6,3,1
26.38,1820.61,4,1
11.95,3310.39,4,0
6.99,1830.91,7,1
16.96,2409.42,7,1
14.16,1051.38,4,0
13.19,658.57,6,1
7.98,2174.62,4,1
13.21,231.71,9,1
24.53,1729.95,6,1
8.03,1643.68,3,1
16.31,3007.46,6,0
21.19,824.48,1,0
4.23,2603.28,6,1
13.4,871.42,6,1
30.5,631.52,7,1
35.2,913.19,9,1
19.46,765.03,8,1
6.17,1528.49,7,1
8.25,884.43,3,1
15.86,2126.64,1,0
12.75,1367.86,5,1
7.11,585.5,7,1
13.15,2165.32,5,1
16.81,2102.82,4,0
11.5,1561.34,7,1
3.9,2414.24,8,1
15.59,860.97,1,0
